university_id,degree_level,major_name_en,major_name_cn,is_active,notes
44,bachelor,Bachelor of International Studies / Bachelor of Social Science,国际研究学士/社会科学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of International Studies/Bachelor of Laws (Honours),国际研究学士/法学 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Language and Linguistics,语言与语言学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Laws (Graduate Entry),法学 （研究生入学）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Laws (Non-graduate entry),法学 （非研究生入学）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Mathematics,数学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Medical Research,医学 研究学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Medical Science,医学科学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Music,音乐学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Music / Bachelor of Creative Industries,音乐学士/创意 产业学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Nursing,护理学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Occupational Therapy,作业治疗学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Occupational Therapy (Honours),作业治疗 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Paramedicine,急救医学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Physiotherapy,物理治疗学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Physiotherapy (Honours),物理治疗 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Planning (Pathway to Master of Urban Management and Planning),规划 （硕士衔接： 城市 管理学 与 规划）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Podiatric Medicine,足病医学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Podiatric Medicine (Honours),足病医学 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Policing,警务学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Psychological Science (Honours),心理科学 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Psychological and Social Sciences,心理与社会科学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Psychology (Honours),心理学 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Science,理学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Science / Bachelor of Arts,理学学士/文学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Science / Bachelor of Business,理学学士/商业学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Science / Bachelor of International Studies,理学学士/国际研究学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Science / Bachelor of Laws,理学学士/法学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Science / Master of Teaching - Primary/Secondary,理学学士/教学（小学教育/中学教育）硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Screen Media - Arts and Production,影视媒体（文学 与 制作）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Social Science,社会科学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Social Science / Bachelor of Laws,社会科学学士/法学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Social Science / Bachelor of Laws (Honours),社会科学学士/法学 （荣誉）学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Social Work,社会工作学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Speech Pathology,言语病理学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Tourism and Event Management,旅游 与 活动管理学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Traditional Chinese Medicine,中医学学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,bachelor,Bachelor of Youth Work,青少年 工作学士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Doctor of Philosophy,哲学博士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Applied Finance,应用 金融研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Big Data,大数据研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Business,商业研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Data Science,数据科学研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Engineering,工程研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Epidemiology,流行病学研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Health Science,健康科学研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Humanitarian and Development Studies,人道主义与发展研究研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Information and Communications Technology,信息与通信技术研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Interpreting and Translation,口笔译研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Machine Learning,机器学习研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Project Management,项目管理研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Property Investment,房地产投资研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Public Health,公共卫生研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Start Up Scale Up,创业与规模化发展研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Statistical Programming,统计编程研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,"Graduate Certificate in Sustainable Tourism, Hospitality and Event Management",可持续旅游，酒店管理 与 活动管理研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in TESOL,对外英语教学研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Certificate in Urban Management and Planning,城市 管理学 与 规划研究生证书,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Diploma in Aged Care Management,老年护理管理研究生文凭,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Diploma in Digital Health,数字 健康研究生文凭,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Diploma in Health Service Management,医疗服务管理研究生文凭,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Diploma in Humanitarian and Development Studies,人道主义与发展研究研究生文凭,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Diploma in Interpreting,口译研究生文凭,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Diploma in Occupational Health and Safety,职业健康与安全研究生文凭,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Diploma in Project Management,项目管理研究生文凭,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Diploma in Start Up Scale Up,创业与规模化发展研究生文凭,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Diploma in Translation,翻译研究生文凭,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Diploma of Data Science,数据科学研究生文凭,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Diploma of Epidemiology,流行病学研究生文凭,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Diploma of Health Science,健康科学研究生文凭,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Diploma of Information and Communications Technology,信息与通信技术研究生文凭,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Diploma of Psychology,心理学研究生文凭,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Diploma of Public Health,公共卫生研究生文凭,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Graduate Diploma of TESOL,对外英语教学研究生文凭,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Juris Doctor,法学博士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Applied Finance,应用 金融硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Applied Neuromorphic Engineering,应用 神经形态工程硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Architecture (Urban Transformation),建筑学 （城市更新）硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Art Therapy,艺术治疗硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Artificial Intelligence,人工智能硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Artificial Intelligence (Research),人工智能 （研究）硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Arts - Translation and Interpreting Studies,文学（口笔译 研究）硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Arts in Literature and Creative Writing,文学（文学 与 创意 写作）硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Arts in TESOL,文学（对外英语教学）硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Business - Operations Management,商业（运营管理）硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Business Administration,工商管理硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Business Administration - Surabaya,工商管理（泗水）硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Business Administration / Master of Applied Finance,工商管理硕士/应用 金融硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Business Analytics,商业分析硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Business PSO MBA,工商管理硕士（PSO MBA）,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Chinese Medicine,中医学硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Clinical Psychology,临床心理学硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
44,master,Master of Construction Law,建筑 法学硕士,1,source=https://search.studyaustralia.gov.au/provider/western-sydney-university/a3157c39f9c8c960dcf8d31b69d28941/courses?organisation_ids=a3157c39f9c8c960dcf8d31b69d28941; accessed=2026-01-19; list=StudyAustralia provider course list (paginated)
